event_timestamp,axis_y_position_mm
21:06:01.880101,0.0991097617664148
21:06:01.880319,0.0991604299825682
21:06:01.880501,0.099202730970366
21:06:01.880718,0.0992531667635095
21:06:01.880908,0.0992973271353864
21:06:01.891119,0.1011489565879665
21:06:01.891311,0.1011752779893374
21:06:01.891512,0.1012028332063975
21:06:01.891709,0.1012298400609291
21:06:01.891914,0.1012579436405179
21:06:01.892112,0.1012850875856816
21:06:01.892312,0.1013125057121096
21:06:01.892512,0.1013399238385377
21:06:01.892716,0.1013678903274942
21:06:01.892916,0.1013953084539223
21:06:01.893120,0.1014232749428789
21:06:01.893312,0.1014495963442498
21:06:01.893510,0.1014767402894135
21:06:01.893728,0.1015066260472201
21:06:01.893915,0.1015322619954303
21:06:01.894115,0.1015596801218583
21:06:01.894312,0.1015866869763899
21:06:01.894514,0.1016143792840822
21:06:01.894716,0.1016420715917745
21:06:01.894915,0.1016693526275704
21:06:01.895117,0.1016970449352627
21:06:01.895320,0.1017248743335872
21:06:01.895514,0.1017514699162223
21:06:01.895716,0.1017791622239147
21:06:01.895930,0.1018371925614877
21:06:01.896113,0.1019469706058788
21:06:01.896315,0.1020681463707258
21:06:01.896520,0.1021911217756448
21:06:01.896725,0.1023140971805638
21:06:01.896914,0.1024274745050989
21:06:01.897132,0.1025582483503299
21:06:01.897316,0.102668626274745
21:06:01.897519,0.102790401919616
21:06:01.897718,0.1028420689655172
21:06:01.897934,0.102891724137931
21:06:01.898119,0.1029342528735632
21:06:01.898316,0.102979540229885
21:06:01.898514,0.1030250574712643
21:06:01.898732,0.1030751724137931
21:06:01.898915,0.1031172413793103
21:06:01.899121,0.1031645977011494
21:06:01.899324,0.1032112643678161
21:06:01.899515,0.1032551724137931
21:06:01.899717,0.1033016091954023
21:06:01.899924,0.1033491954022988
21:06:01.900117,0.1033935632183908
21:06:01.900331,0.1034427586206896
21:06:01.900525,0.103487356321839
21:06:01.900733,0.1035351724137931
21:06:01.900927,0.1035797701149425
21:06:01.911135,0.1077110157763631
21:06:01.911334,0.1077991419872682
21:06:01.911525,0.1078837254359258
21:06:01.911727,0.1079731801826736
21:06:01.911932,0.1080639634652643
21:06:01.912133,0.1081529753667312
21:06:01.912328,0.1082393301965125
21:06:01.912580,0.1083514609107659
21:06:01.912729,0.1084181363516714
21:06:01.912932,0.1085089760463279
21:06:01.913129,0.108597130823901
21:06:01.913340,0.1086915504080021
21:06:01.913527,0.1087752303237694
21:06:01.913729,0.1088656225322453
21:06:01.913930,0.1089555672545406
21:06:01.914136,0.1090477494077388
21:06:01.914342,0.109139931560937
21:06:01.914536,0.1092267438799684
21:06:01.914742,0.1093189260331666
21:06:01.914935,0.1094052908660173
21:06:01.915128,0.1094916556988681
21:06:01.915329,0.1095816004211634
21:06:01.915547,0.1096791524085285
21:06:01.915732,0.1097619373519347
21:06:01.915935,0.1098527770465912
21:06:01.916138,0.1099436167412477
21:06:01.916332,0.1100350605826243
21:06:01.916538,0.1101412735241041
21:06:01.916734,0.1102423304975509
21:06:01.916944,0.1103506058262438
21:06:01.917132,0.1104475380252642
21:06:01.917331,0.1105501417891209
21:06:01.917546,0.1106609951018303
21:06:01.917730,0.1107558649136375
21:06:01.917948,0.1108682650167569
21:06:01.918130,0.1109621036349574
21:06:01.918333,0.1110667697860273
21:06:01.918533,0.1111698891466873
21:06:01.918748,0.1112807424593967
21:06:01.918940,0.1113797370456303
21:06:01.919154,0.1114900747615364
21:06:01.919341,0.1115864913637535
21:06:01.919531,0.1116844547563805
21:06:01.919735,0.1117896365042536
21:06:01.919941,0.1118958494457334
21:06:01.920134,0.1119953596287703
21:06:01.920337,0.1121034010152284
21:06:01.920541,0.1122121319796954
21:06:01.920746,0.1123213959390863
21:06:01.920954,0.1124322588832487
21:06:01.921140,0.1125313959390863
21:06:01.921334,0.1126347969543147
21:06:01.921534,0.1127413959390862
21:06:01.921770,0.1128671827411167
21:06:01.921947,0.1129615228426395
21:06:01.922139,0.1130638578680203
21:06:01.922335,0.1131683248730964
21:06:01.922542,0.113278654822335
21:06:01.922746,0.113387385786802
21:06:01.922938,0.1134897208121827
21:06:01.923138,0.1135963197969543
21:06:01.923348,0.1137082487309644
21:06:01.923536,0.1138084517766497
21:06:01.923754,0.1139246446700507
21:06:01.923938,0.1140227157360406
21:06:01.924153,0.1141381376919266
21:06:01.924339,0.1142394749876176
21:06:01.924535,0.1143462605250123
